DIVISI,Material SAP,Material Description Maximo,Base Unit of Measure,Status,Lokasi Sistem,Lokasi Fisik,StoreRoom,Penempatan pada Alat,Deskripsi Penempatan
ME,AB-009-000781,Fuse Base PN. 91A05-21030,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AB-009-000780,Fuse Base PN. 91A04-26050,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AB-009-000779,FUSE 96V 100AH,PC,ACTIVE,QQ 2,,TPS,NULL,No Placement Information Available
ME,AB-009-000778,FUSE 96V 40AH,PC,ACTIVE,QQ 2,,TPS,NULL,No Placement Information Available
ME,AB-009-000776,FUSE PN. 1995-32014,UN,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AB-009-000775,FUSE 30.A 0820-00030,UN,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AB-009-000774,CIRCUIT BOARD 923069-0002,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AB-009-000773,FUSE BOX ASSY PN/ 91A04-26021,PC,ACTIVE,RR 3,RR 3,TPS,NULL,No Placement Information Available
ME,AB-009-000772,CAP ASSY PN/ 91A-01-00300,PC,ACTIVE,RR 2,,TPS,NULL,No Placement Information Available
ME,AB-009-000771,CAP PN.2333.052.0003,UN,ACTIVE,,,TPS,NULL,No Placement Information Available
RTG,AB-009-000770,Motor Thermal Protection Device MSL 115C,UN,ACTIVE,2H 3,2H 3,TPS,ENGINE,Engine and Power Generation
RTG,AB-009-000769,Lock Cabin Gate RTG Kalmar Telemecanique XCSZ03,PC,ACTIVE,2I 6,2I 6,TPS,CABIN,Operator Cabin Components
RTG,AB-009-000768,Handle Lock Panel Cubicle MS-316,PC,ACTIVE,,,TPS,CONTROL_SYSTEM,Control Panel and Switches
RTG,AB-009-000767,Cylinder Wheel Lock RTG FELS 21-31,PC,ACTIVE,,,TPS,HYDRAULIC_SYSTEM,Hydraulic System Components
RTG,AB-009-000766,SCR Fuse For Trolley 125 Amp / 660Volt Bussman,PC,ACTIVE,2B 3,2B 3,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AB-009-000765,SCR Fuse Bussman Gantry 500A/660V ( 170M3021) - S,PC,PLANNING,2B 3,,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-009-000764,Fuse Converter 400 Amp 60 Volt - S,PC,PLANNING,2B 1,,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-009-000763,"Fuse kaca dia 5,2 x 20 mm (2A) - S",PC,ACTIVE,2B 1,2B 1,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-009-000762,"Fuse kaca dia 5,2 x 20 mm (0,125A) - S",PC,ACTIVE,2B 1,2B 1,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-009-000761,"Fuse kaca dia 5,2 x 20 mm (10A) - S",PC,ACTIVE,2B 1,2B 1,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-009-000760,"Fuse kaca dia 5,2 x 20 mm (6A) - S",PC,ACTIVE,2B 1,2B 1,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-009-000759,"Fuse kaca dia 6,35 x 30,5 mm (4A) - S",PC,ACTIVE,2B 1,2B 1,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-009-000758,"Fuse kaca dia 6,35 x 30,5 mm (10A) - S",PC,ACTIVE,2B 1,2B 1,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-009-000757,"Fuse kaca dia 6,35 x 30,5 mm (6A) - S",PC,ACTIVE,2B 1,2B 1,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-009-000756,Body harness - S,PC,ACTIVE,,,TPS,ELECTRICAL_SYSTEM,Electrical Components and Wiring
RTG,AB-009-000755,Housing fuse ABB - S,PC,ACTIVE,2I 2,2I 2,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-009-000754,Housing domex - S,PC,PLANNING,2B 1,,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-009-000753,Housing fuse e-fan - S,PC,PLANNING,2B 1,,TPS,COOLING_SYSTEM,Cooling System Components
RTG,AB-009-000752,Housing fuse MRC RT 18-32 - S,PC,PLANNING,2B 1,,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-009-000751,Housing fuse - S,PC,ACTIVE,2B 1,2B 1,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-009-000750,Fuse GAE NT1 GL 200A - S,PC,ACTIVE,2A 2,2A 2,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-009-000749,MCB M132-25 (ABB) - S,PC,ACTIVE,2B 3,2B 3,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-009-000748,MCB MS 116-10 (ABB) - S,PC,ACTIVE,2B 3,2B 3,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-009-000747,MCB S 203 K16A (ABB) - S,PC,ACTIVE,2I 1,2I 1,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-009-000746,MCB S 203 C32 (ABB) - S,PC,ACTIVE,2B 3,2B 3,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-009-000745,MCB S 203 K32A (ABB) - S,PC,ACTIVE,2B 3,2B 3,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-009-000744,SCR Fuse Bussman 900A/660V (170M6163) - S,PC,ACTIVE,2B 3,2B 3,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-009-000743,"Fuse Ferraz Protistor 315A (NH 1 UD 69V, 315 PV) - S",PC,ACTIVE,2A 2,2A 2,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-009-000742,Fuse Kearney 125 A/660V - S,PC,ACTIVE,2B 3,2B 3,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-009-000741,KUNCI PINTU PANEL/ CAM LOCK HL 103-25mm HUBEN,PC,ACTIVE,LEMARI 9,XX2,TPS,CONTROL_SYSTEM,Control Panel and Switches
RTG,AB-009-000740,MOTOR CIRCUIT BREAKER RTG KONE LAMA GV3P50 37-50A SCHNEIDER,PC,ACTIVE,2H 2,2H 2,TPS,ENGINE,Engine and Power Generation
RTG,AB-009-000739,MCB S 202 C4 (ABB) - S,PC,ACTIVE,2B 3,2B 3,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-009-000738,Fuse Kearney NT00 gL/gG 160 A - S,PC,PLANNING,2B 3,,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-009-000737,THERMISTOR MOTOR PROTECTION RELAY 3RN 1010-1CB00,PC,ACTIVE,2H 2,2H 2,TPS,ENGINE,Engine and Power Generation
RTG,AB-009-000736,MOTOR CIRCUITBREAKER GV2ME20,PC,ACTIVE,2H 3,2H 3,TPS,ENGINE,Engine and Power Generation
RTG,AB-009-000735,FUSE INVERTER 250A/170M 1371 (BUSSMANN),PC,ACTIVE,2A 2,2A 2,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-009-000734,FUSE INVERTER 200A/170M 1421 (BUSSMANN),PC,ACTIVE,2H 3,2H 3,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-009-000733,FUSE 200A RGS 30A MRO,PC,ACTIVE,LEMARI 4,LEMARI 4,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-009-000732,FUSE 200A BUSSMANN 170 M 1370,PC,ACTIVE,LEMARI 4,LEMARI 4,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-009-000731,FUSE 80A PROTISTOR DN000UB 69V,PC,ACTIVE,LEMARI 4,2C2,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-009-000730,FUSE 80A BUSSMANN 10 M 1416,PC,ACTIVE,LEMARI 4,LEMARI 4,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-009-000729,FUSE DIAZED 20.A - 500 VOLT,PC,ACTIVE,2I 6,,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-009-000728,FUSE DIAZED 16.A - 500 VOLT,UN,ACTIVE,2I 6,,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-009-000727,SWITCH CHANGE OVER BLUE LINE C.26.A221.600 63.AMP.,UN,ACTIVE,,,TPS,CONTROL_SYSTEM,Control Panel and Switches
RTG,AB-009-000726,MCB. S.251 6.A. T.3,UN,ACTIVE,2I 1,2I 1,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-009-000725,MCCB. SN.250/R.200 3 PHASE,UN,ACTIVE,2I 1,2I 1,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-009-000724,MCB. S.252 16.A.T.3,UN,ACTIVE,,,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-009-000723,MCB. S.212-K.10.A,UN,ACTIVE,,,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-009-000722,MCB. S.212-K.6.A,UN,ACTIVE,2I 1,2I 1,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-009-000721,MCB. S.213-K.6.A,UN,ACTIVE,2I 1,2I 1,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-009-000720,MCB. S.213-K.10.A,UN,ACTIVE,2I 1,2I 1,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-009-000719,"MCB. S 252 40 AT.2, ABB",UN,ACTIVE,2I 1,2I 1,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-009-000718,"MCB. S 252 10 AT.3, ABB",UN,ACTIVE,2I 1,2I 1,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-009-000717,FEND,UN,ACTIVE,,,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-009-000716,COMPLETE SET OF ELECTRICAL METER,UN,PLANNING,BB 6,,TPS,ELECTRICAL_SYSTEM,Electrical Components and Wiring
RTG,AB-009-000715,VARISTOR 5248.085.9,UN,ACTIVE,,,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-009-000714,SCR FUSE 80 A 660 VOLT,UN,ACTIVE,,,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-009-000713,IGBT POWER SKM 200 GB 123 D,PC,ACTIVE,,,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-009-000712,FUSE SCR HOIST 500A/660V. RTG 26 - 28,PC,ACTIVE,LEMARI 4,LEMARI 4,TPS,HOIST_SYSTEM,Hoist and Lifting System
RTG,AB-009-000711,FUSE 30A FWP14F1,PC,ACTIVE,LEMARI 5,LEMARI 5,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-009-000710,COLLAR 75 X 52 X 76,PC,ACTIVE,CC 2,CC 2,TPS,GENERAL_MAINTENANCE,General Maintenance Components
CC,AB-009-000709,"Base element Surge Prot. Plug , Stinis 7170-0000-0330",PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AB-009-000708,Safety device Elevator ALIMAK 9056241-3009,UN,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AB-009-000707,"Fuse Ferraz H300732T, 1000A/1250V",PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AB-009-000706,"Fuse BUSSMANN 170M6498, 1000A/1250V",PC,ACTIVE,2G 2,2G 2,TPS,NULL,No Placement Information Available
CC,AB-009-000705,Safety device Elevator ALIMAK 9095340-4009,UN,ACTIVE,N 1,N 1,TPS,NULL,No Placement Information Available
CC,AB-009-000704,Mounting Block 4-Station PN.72148 Bromma,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AB-009-000703,Pressure Guard PN.48031 Bromma,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AB-009-000702,MCCB NS1000N 3pole 1000 A,PC,ACTIVE,2F 2,2F 2,TPS,NULL,No Placement Information Available
CC,AB-009-000701,"Guidance ring 658X9,7X2,5",PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AB-009-000700,Fuse Protistor 600V 40A,PC,ACTIVE,2F 3,2F 3,TPS,NULL,No Placement Information Available
CC,AB-009-000699,Fuse Housing 500 V / 32 A,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AB-009-000698,Fuse fast blow 500 V / 4 A,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AB-009-000697,Fuse fast blow 500 V / 3 A,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AB-009-000696,"Circuit braker Siemens Sirius 3RV2011-1FA20 / 3,5-5A",PC,ACTIVE,2E 3,2E 3,TPS,NULL,No Placement Information Available
CC,AB-009-000695,Circuit braker Siemens Sirius 3RV2021-4DA20 / 18-25 A,UN,ACTIVE,2E 3,2E 3,TPS,NULL,No Placement Information Available
CC,AB-009-000694,Circuit braker Siemens Sirius 3RV2011-1JA20 / 7-10 A,UN,ACTIVE,2E 3,2E 3,TPS,NULL,No Placement Information Available
CC,AB-009-000693,"Circuit braker Siemens Sirius 3RV2411-1DA20 / 2,2-3,2 A",UN,ACTIVE,2E 3,2E 3,TPS,NULL,No Placement Information Available
CC,AB-009-000692,Circuit Braker Siemens Sirius 3RV2021-4EA20 / 27-32 A,PC,ACTIVE,2E 3,2E 3,TPS,NULL,No Placement Information Available
CC,AB-009-000691,Automatic fuse 10A . ( 7180 - 0700 - 0100 ),PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AB-009-000690,Fuse terminal block UK6-FSI / C . ( 7180 - 3118 - 2030 ),PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AB-009-000689,Automatic fuse 5A . ( 7180 - 0700 - 0050 ),PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AB-009-000688,Surge Protection Device PT 5-HF-24DC-ST-2906002,PC,ACTIVE,2E 2,2E 2,TPS,NULL,No Placement Information Available
CC,AB-009-000686,Fuse Sitor 3NE3 338-8 800 A 800 VAC,PC,ACTIVE,2F 3,2F 3,TPS,NULL,No Placement Information Available
CC,AB-009-000685,Open Body Turnbuckle with Center Bar Jaw M20,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AB-009-000684,Circuit Breaker Regulation 1.6-2.5A GV2-M07,PC,PENDOBS,2G 1,,TPS,NULL,No Placement Information Available
CC,AB-009-000683,Safety Motor Flipper 350mm x 350mm x 15mm (kiri),PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AB-009-000682,Safety Motor Flipper 350mm x 350mm x 15mm (kanan),PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AB-009-000681,"Circuit Breaker Frame HKD 65 K, Cutler Hammer, 3Pole, 400A, 600VAC-250VDC, Cat: HKD 3400F, Style: 1492D82603 -P",PC,ACTIVE,2F 2,2F 2,TPS,NULL,No Placement Information Available
CC,AB-009-000680,"MCCB, PN: EZC-100F, 3P, 80A -P",PC,ACTIVE,2G 4,2G 4,TPS,NULL,No Placement Information Available
CC,AB-009-000679,"MCCB, PN: EZC-100F, 3P, 60A -P",PC,ACTIVE,2G 4,2G 4,TPS,NULL,No Placement Information Available
CC,AB-009-000678,"MCB, PN: GV2-ME-20, Brand: Telemecanique -P",PC,ACTIVE,2G 4,2G 4,TPS,NULL,No Placement Information Available
CC,AB-009-000677,"Auxiliary Contact, PN: LADN-02, Brand: Schneider -P",PC,ACTIVE,2G 4,2G 4,TPS,NULL,No Placement Information Available
CC,AB-009-000676,"Auxiliary Contactor, PN: RM-1ZH-21, Brand: Telemecanique -P",PC,PLANNING,2G 2,,TPS,NULL,No Placement Information Available
CC,AB-009-000675,"Auxiliary Contactor, PN: LA1D40A-65, Brand: Telemecanique -P",PC,PLANNING,2G 1,,TPS,NULL,No Placement Information Available
CC,AB-009-000674,"Auxiliary Contactor, PN: LA1D20A-65, Brand: Telemecanique -P",PC,PLANNING,2G 4,,TPS,NULL,No Placement Information Available
CC,AB-009-000673,"AVR, Brand: Morelli Motori, 625VA, 600A -P",PC,PLANNING,2G 4,,TPS,NULL,No Placement Information Available
CC,AB-009-000672,"Auxiliary Thermal Contact, PN: RM1-ZH2, Brand: Telemecanique -P",PC,PLANNING,2G 2,,TPS,NULL,No Placement Information Available
CC,AB-009-000671,"Over Load, PN: TOR-29A, Brand: Mitsubishi -P",PC,PLANNING,2G 4,,TPS,NULL,No Placement Information Available
CC,AB-009-000670,"MCB, PN: GB2-CD20, Brand: Schneider, 12A -P",PC,PLANNING,2G 3,,TPS,NULL,No Placement Information Available
CC,AB-009-000669,"MCB, PN: GB2-CD20, Brand: Schneider, 10A -P",PC,PLANNING,2G 4,,TPS,NULL,No Placement Information Available
CC,AB-009-000668,"MCB, PN: 25798, C60N, 2A -P",PC,ACTIVE,2G 4,2G 4,TPS,NULL,No Placement Information Available
CC,AB-009-000667,"Circuit Breaker, PN: GV3-ME80, Brand: Telemecanique -P",PC,ACTIVE,2G 4,2G 4,TPS,NULL,No Placement Information Available
CC,AB-009-000666,"Pelampung, Dim.140mm, Mat: SS -P",PC,PLANNING,LL 3,,TPS,NULL,No Placement Information Available
CC,AB-009-000665,Base Plate For Suppressor -P,PC,PLANNING,2G 4,,TPS,NULL,No Placement Information Available
CC,AB-009-000664,Suppressor Block -P,PC,ACTIVE,2G 3,2G 3,TPS,NULL,No Placement Information Available
CC,AB-009-000663,"Fuse Indicator, PRV, 1300V -P",PC,PLANNING,2G 3,,TPS,NULL,No Placement Information Available
CC,AB-009-000662,"Fuse, Brand: Ferraz, 125A, 600VAC, P/N: A4J125 -P",PC,PLANNING,2G 3,,TPS,NULL,No Placement Information Available
CC,AB-009-000661,"Fuse Drive, Brand: Ferraz, 1250A -P",PC,ACTIVE,2G 3,2G 3,TPS,NULL,No Placement Information Available
CC,AB-009-000660,"Fuse, PN: BBS-2, 2A -P",PC,PLANNING,2G 3,,TPS,NULL,No Placement Information Available
CC,AB-009-000659,"Fuse, Brand: Bussman, 1A -P",PC,ACTIVE,2G 3,2G 3,TPS,NULL,No Placement Information Available
CC,AB-009-000658,"Fuse, PN: KLKR, Brand: Littelfuse, 5A, 600VAC -P",PC,PLANNING,2G 3,,TPS,NULL,No Placement Information Available
CC,AB-009-000657,"Fuse Protistor, PN: URGB6-921, Brand: Ferraz -P",PC,ACTIVE,2G 3,2G 3,TPS,NULL,No Placement Information Available
CC,AB-009-000656,"Fuse Protistor, PN: J300687 (Replace PN: A130URD73LI0700), Brand: Ferraz -P",PC,PENDOBS,2G 3,,TPS,NULL,No Placement Information Available
CC,AB-009-000655,"Fuse Drive, PN: KL-GR-30A, Brand: Nike, 600V, 3A -P",PC,ACTIVE,2F 3,2F 3,TPS,NULL,No Placement Information Available
CC,AB-009-000654,"Fuse ABC15, PN: 515-012-131, Brand: Kato -P",PC,PLANNING,2G 3,,TPS,NULL,No Placement Information Available
CC,AB-009-000653,"Fuse Link, PN: 3NC1016, Brand: Siemens, 16A -P",PC,ACTIVE,2G 1,2G 1,TPS,NULL,No Placement Information Available
CC,AB-009-000652,"Fuse Sitor, P/N: 3NEI802-0 VOE 0636 IEC/EN 60269, 40A, 690VAC/50KA, Brand: Siemens -P",PC,PLANNING,2G 3,,TPS,NULL,No Placement Information Available
CC,AB-009-000651,"MCB, PN: GB2-CB20, Brand: Telemecanique -P",PC,PLANNING,2F 3,,TPS,NULL,No Placement Information Available
CC,AB-009-000650,"Water Coolant/Corrosion, PN: DCA-65L, Brand: Cummins -P",PC,ACTIVE,LL 1,LL 1,TPS,NULL,No Placement Information Available
CC,AB-009-000649,"Fuse, Brand: Ferraz, 125A, 600VAC, P/N: A4J125 -P",PC,ACTIVE,2F 3,2F 3,TPS,NULL,No Placement Information Available
CC,AB-009-000648,"Fuse Drive, Brand: Ferraz, 700A -P",PC,ACTIVE,2F 4,2F 4,TPS,NULL,No Placement Information Available
CC,AB-009-000647,"Fuse Drive, 1.5A (3AB Fase 1.5A, 250V) -P",PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AB-009-000646,"Fuse, PN: FWP-60B, 60A, 700V -P",PC,PLANNING,2F 3,,TPS,NULL,No Placement Information Available
CC,AB-009-000645,"Fuse, PN: FA-F150C, Brand: Toshiba, 300A, 1300V -P",PC,PLANNING,2F 3,,TPS,NULL,No Placement Information Available
CC,AB-009-000644,"Fuse Harmonic Filter-Fuse Tran, PN: FRS-R-RS125AMP, Brand: Bussmann -P",PC,ACTIVE,2F 3,2F 3,TPS,NULL,No Placement Information Available
CC,AB-009-000643,"Fuse Protistor, PN: J300687 (Replace PN: A130URD73LI0700), Brand: Ferraz -P",PC,ACTIVE,2F 3,2F 3,TPS,NULL,No Placement Information Available
CC,AB-009-000642,"Fuse, PN: A300679-A110-URD72-LI-0800, Brand: Ferraz, 1100VAC, 800A, 0.124mOhm -P",PC,ACTIVE,2F 3,2F 3,TPS,NULL,No Placement Information Available
CC,AB-009-000641,"Cover After Cooler Recond, PN: 3053201RX, Brand: Cummins -P",PC,PLANNING,MM 3,,TPS,NULL,No Placement Information Available
CC,AB-009-000640,"Cover After Cooler Recond, PN: 3047659RX, Brand: Cummins -P",PC,PLANNING,OO 3,,TPS,NULL,No Placement Information Available
CC,AB-009-000639,"Full Drive, PN: AGC, 1.5A, 250V -P",PC,ACTIVE,2F 1,2F 1,TPS,NULL,No Placement Information Available
CC,AB-009-000638,"House Fuse, PN: GKI-EV, Brand: Ferraz Shawmut, 6A -P",PC,PENDOBS,2F 3,,TPS,NULL,No Placement Information Available
CC,AB-009-000637,"Fuse, PN: 3NE4333-6B, Brand: Siemens, 450A, 500-800V -P",PC,ACTIVE,2F 3,2F 3,TPS,NULL,No Placement Information Available
CC,AB-009-000636,"Fuse, 10A, PN: KTKR -P",PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AB-009-000635,FUSE BUSS BAR TEMBAGA 5X21 CM,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AB-009-000634,MASTER CIRCUIT BREAKER STR 23 SE,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AB-009-000633,MAINT CIRCUIT BREAKER SRPG 400A,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AB-009-000632,"MCB 3 POLE SRPE 30A, 600VAC",PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AB-009-000631,CIRCUIT BREAKER + AUX CONTAC LD1 LD03 M57/LA1-LC 010,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AB-009-000630,THERMAL MAGNET PROTEC REG 45-63A,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AB-009-000629,FUSE HOSE. JTN60030,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AB-009-000628,FUSE HOSE J60 100-3CR,LMP,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AB-009-000627,CIRCUIT BREAKER REGULATION 56-80A GV3-M80,M,ACTIVE,2G 2,2G 2,TPS,NULL,No Placement Information Available
CC,AB-009-000626,CIRCUIT BREAKER REGULATION 25-40A GV3-M40,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AB-009-000625,CIRCUIT BREAKER REGULATION 1.6-2.5A GV2-M07,RLL,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AB-009-000624,CIRCUIT BREAKER 1 POLE GB2-CB16.10 A,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AB-009-000623,CIRCUIT BREAKER 1 POLE GB2-CB08.3A,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AB-009-000622,"FUSE HOSE CHCC2130A,600V",PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AB-009-000621,MAIN CIRCUIT BREAKER TKMA 3Y 1200,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AB-009-000620,CIRCUIT BREAKER 2 POLE D247-60-C10,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AB-009-000619,CIRKUIT BREAKER 2 POLE D247-60-C10,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AB-009-000618,CIRCUIT BREAKER 3 POLE C60H-C50A,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AB-009-000617,CIRCUIT BREAKER 3 POLE C60H-C40A,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AB-009-000616,CIRCUIT BREAKER 2 POLE. C60H-C25A,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
Lain,AB-009-000615,MCCB 3 PHASE 400 A SCHNEIDER EZC400N 3P,PC,,,,,NULL,No Placement Information Available
Lain,AB-009-000614,MCB 3 PHASE 10 A SCHNEIDER iC60N,PC,,,,,NULL,No Placement Information Available
Lain,AB-009-000613,MCB 1 PHASE 50 A SCHNEIDER iC60N,PC,,,,,NULL,No Placement Information Available
Lain,AB-009-000612,MCB ;MOTORIZED 1250 A,PC,,,,,NULL,No Placement Information Available
Lain,AB-009-000611,MCB ;MOTORIZED 800 A,PC,,,,,NULL,No Placement Information Available
Lain,AB-009-000610,MCB ;400 A,PC,,,,,NULL,No Placement Information Available
Lain,AB-009-000609,MCB ;125 A,PC,,,,,NULL,No Placement Information Available
Lain,AB-009-000608,MCCB TYPE NSX 250 F 3P 250 A 36 KA,PC,,,,,NULL,No Placement Information Available
Lain,AB-009-000607,MG;MCB ;3 PHASE 45A,PC,,,,,NULL,No Placement Information Available
Lain,AB-009-000606,MG;MCB ; 1 PHASE 20 AMPERE,UN,,,,,NULL,No Placement Information Available
Lain,AB-009-000605,"SOLE FUSE, MERLIN GERIN",UN,,,,,NULL,No Placement Information Available
Lain,AB-009-000604,FUSE (SEKRING) LEGRAND 4 AMPER,UN,,,,,NULL,No Placement Information Available
Lain,AB-009-000572,FUSE LEGRAND 6 AMPER,UN,,,,,NULL,No Placement Information Available
ME,AB-009-000565,FUSE - MEDIUM 15A PN/ 969162 ANL,PC,ACTIVE,II 2,II 2,TPS,NULL,No Placement Information Available
Lain,AB-009-000558,FUSE LEGRAND 20 AMPER,PC,,,,,NULL,No Placement Information Available
ME,AB-009-000550,Fuse 30A Kecil (HINO),PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AB-009-000548,Fuse 25A Kecil (HINO),PC,ACTIVE,,,TPS,NULL,No Placement Information Available
RTG,AB-009-000542,Fuse 10 A gL Fard - S,PC,ACTIVE,2B 2,2B 2,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-009-000413,Fuse BUSSMANN 170M6466 ( 1250 A ) 690V - 700V,PC,ACTIVE,2A 2,2A 2,TPS,GENERAL_MAINTENANCE,General Maintenance Components
Lain,AB-009-000384,MCB 3 PHASE 63 A SCHNEIDER iC60N,PC,,,,,NULL,No Placement Information Available
CC,AB-009-000344,ACB WL II 1000 S Siemens,UN,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AB-008-000135,"Universal Digital Meter Udm35 - Bd35, Carlo Gavazzi",PC,ACTIVE,,,TPS,NULL,No Placement Information Available
Lain,AB-008-000134,"Tyre Pressure Gauge Eurodaniu Wonder, PN",PC,,,,,NULL,No Placement Information Available
Lain,AB-008-000133,"Viper Lubricator, VIPERMINI MK II",PC,,,,,NULL,No Placement Information Available
Lain,AB-008-000132,LIPPRO - BATTERY HYDROMETER TESTER,UN,,,,,NULL,No Placement Information Available
Lain,AB-008-000131,FUKUSHIMA - BATTER TESTER ( VT-8012 ),PC,,,,,NULL,No Placement Information Available
Lain,AB-008-000130,TEKIRO - BATTERY TESTER HAND TOOLS ( AU-BT1815 ),PC,,,,,NULL,No Placement Information Available
Lain,AB-008-000129,Tang Ampere Digital Kyoritzu Leakage 2431,PC,,,,,NULL,No Placement Information Available
