DIVISI,Material SAP,Material Description Maximo,Base Unit of Measure,Status,Lokasi Sistem,Lokasi Fisik,StoreRoom,Penempatan pada Alat,Deskripsi Penempatan
Lain,AB-008-000128,Tang Ampere Kyoritsu 2003A,PC,,,,,NULL,No Placement Information Available
Lain,AB-008-000127,Kabel Spare Digital Multimeter 179 SERIES FLUKE,PC,,,,,NULL,No Placement Information Available
Lain,AB-008-000126,AMPERE METER KYORITSU AC/DC 2000 AMP,UN,,,,,NULL,No Placement Information Available
Lain,AB-008-000125,CLAMP METERS SN. 902 FC Fluke,PC,,,,,NULL,No Placement Information Available
Lain,AB-008-000124,Digital Clamp meter AC,PC,,,,,NULL,No Placement Information Available
Lain,AB-008-000123,Battery Specific gravity testor,PC,,,,,NULL,No Placement Information Available
Lain,AB-008-000122,Measuring tape 5 m,PC,,,,,NULL,No Placement Information Available
Lain,AB-008-000121,"Steel scale 12""",PC,,,,,NULL,No Placement Information Available
Lain,AB-008-000120,"FEELER GAUGE MM long 5""",PC,,,,,NULL,No Placement Information Available
Lain,AB-008-000119,Water Meter Ø2” merk. POWOGAZ,PC,,,,,NULL,No Placement Information Available
Lain,AB-008-000118,"Water Meter Ø2,5” merk. POWOGAZ",PC,,,,,NULL,No Placement Information Available
Lain,AB-008-000116,Digital Multimeter 179 SERIES FLUKE,PC,,,,,NULL,No Placement Information Available
Lain,AB-008-000115,SAMPLE GELAS UK 1000ML,PC,,,,,NULL,No Placement Information Available
Lain,AB-008-000114,CYLINDER GELAS UK 1000 ML,UN,,,,,NULL,No Placement Information Available
Lain,AB-008-000113,Pen Meter Model no. PH-223,UN,,,,,NULL,No Placement Information Available
Lain,AB-008-000112,Khlorine meter model CL-2006,UN,,,,,NULL,No Placement Information Available
ME,AB-008-000108,THERMOSTAT Pn. 21412639 **,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AB-008-000107,Dipstick PN. 20788344,PC,ACTIVE,HH 2,HH 2,TPS,NULL,No Placement Information Available
ME,AB-008-000106,Dipstick PN. 21107518,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AB-008-000105,Hours Meter PN. VO 2168710,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
RTG,AB-008-000104,ELECTRICAL FILTER 3PHASE KFMF-10 PRCOND Oy,PC,ACTIVE,2I 2,2I 2,TPS,FUEL_SYSTEM,Fuel Tank and Fuel System Components
ME,AB-008-000103,Dipstick PN. 20758422,PC,ACTIVE,FF 5,FF 5,TPS,NULL,No Placement Information Available
RTG,AB-008-000102,Dipstick PN : 3062894 Cummins,PC,ACTIVE,BB 5,BB 5,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-008-000101,Fuel Meter RTG Kone VDO,PC,ACTIVE,,,TPS,FUEL_SYSTEM,Fuel Tank and Fuel System Components
RTG,AB-008-000100,Power Meter Monitoring Siemens Sentron PAC3200 PN. 7KM2111-1BA00-3A00+ Program,PC,ACTIVE,2A 3,2A 3,TPS,MONITORING,Monitoring and Instrumentation
RTG,AB-008-000099,THERMOSTAT PN. 4336659 QSX15 CUMMINS (KALMAR),PC,ACTIVE,2C 2,2C 2,TPS,COOLING_SYSTEM,Cooling System Components
RTG,AB-008-000098,Potensio Spectrol 534 -1-1 20K + -51 lin+-0.25,PC,ACTIVE,2B 1,2B 1,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-008-000097,KWH 0 - 150 A/10 V Gosen - S,PC,ACTIVE,2I 3,2I 3,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-008-000096,Frequency meter - S,PC,ACTIVE,2I 3,2I 3,TPS,MONITORING,Monitoring and Instrumentation
RTG,AB-008-000095,RPM VDO - S,PC,ACTIVE,2I 3,2I 3,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-008-000094,Cap f/ wind speed (RTG) - S,PC,ACTIVE,2B 3,2B 3,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-008-000093,Wind Speed (RTG) - S,PC,ACTIVE,2B 3,2B 3,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-008-000092,SPEED SUPERVISION UNIT KONE NOVA PN 52282529,PC,ACTIVE,2C 2,2C 2,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-008-000091,"PRESSURE GAUGE HYD. ANTISWAY,STEERING & SPREADER Max 2250 Psi TECSIS EN 837-1 S",PC,ACTIVE,DD 3,DD 3,TPS,BOOM,Boom and Mast Components
RTG,AB-008-000090,EFC Governoor - S,PC,ACTIVE,,,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-008-000089,PANEL METER VOLTAGE FT-96/500V,PC,ACTIVE,2I 3,2I 3,TPS,CONTROL_SYSTEM,Control Panel and Switches
RTG,AB-008-000088,PANEL METER HERTZ OB-96/HZ-220V,PC,ACTIVE,2H 2,2H 2,TPS,CONTROL_SYSTEM,Control Panel and Switches
RTG,AB-008-000087,HOUR METER VDO 12V EI 035786,PC,ACTIVE,2I 4,2I 4,TPS,MONITORING,Monitoring and Instrumentation
RTG,AB-008-000086,ENCODER / INTERF PROFIBUS KALMAR PSM 58N-F2AA GR0BN-1213 / 514809,PC,ACTIVE,2H 4,2H 4,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-008-000085,AM. METER50 AMP,PC,ACTIVE,2I 3,2I 3,TPS,MONITORING,Monitoring and Instrumentation
RTG,AB-008-000084,"HOUR METER PN.2205942173 ""CATERPILLAR""",UN,ACTIVE,,,TPS,MONITORING,Monitoring and Instrumentation
RTG,AB-008-000083,TACHOMETER333830-009-0011,PC,PLANNING,2I 2,,TPS,MONITORING,Monitoring and Instrumentation
RTG,AB-008-000082,ENCODER ABSOLUTE RSA 698 622439-01 LEINE & LINDE PN. 52564344 KONECRANES ( KL ),UN,ACTIVE,2H 4,2H 4,TPS,GENERAL_MAINTENANCE,General Maintenance Components
CC,AB-008-000081,Jangka bubut 8 Inch lurus,PC,ACTIVE,LMARI 11,LMARI 11,TPS,NULL,No Placement Information Available
CC,AB-008-000080,ANEMOMETER 4.3303.22.041 . ( 52426244 ),PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AB-008-000079,Therm. overl. rel. 16...24A TM . ( 7133 - 0050 - 0030 ),PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AB-008-000078,TTDS Set BR1042036 - BROMMA,UN,ACTIVE,2F 1,2F 1,TPS,NULL,No Placement Information Available
CC,AB-008-000077,Power Meter Device SICAM P50 SIEMENS,PC,ACTIVE,2E 2,2E 2,TPS,NULL,No Placement Information Available
CC,AB-008-000076,"H-Counter Panel, PN: BG-40.27, Brand: Hugo Muller, 12-48VDC -P",PC,PLANNING,2E 2,,TPS,NULL,No Placement Information Available
CC,AB-008-000075,"Gauge Oil Pressure, PN: 193-0435, Brand: Cummins -P",PC,PLANNING,LL 1,,TPS,NULL,No Placement Information Available
CC,AB-008-000074,"Dipstick, PN: 3178857/3201793, Brand: Cummins -P",PC,PLANNING,LL 2,,TPS,NULL,No Placement Information Available
ME,AB-007-000105,HEAT SHRINK 18MM - RED,M,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AB-007-000104,HEAT SHRINK 10MM - RED,M,ACTIVE,,,TPS,NULL,No Placement Information Available
Lain,AB-007-000103,Dial Gauge indicator SN. 2046FE Mitutoyo,M,,,,,NULL,No Placement Information Available
RTG,AB-007-000102,Power Module Set Hoist Inverter D2VSPR-ELE21647,PC,ACTIVE,2H 1,2H 1,TPS,HOIST_SYSTEM,Hoist and Lifting System
RTG,AB-007-000101,Power Module Dynagen OA1 D2VSP-EFI10520L PN. 52430008 Konecranes,PC,ACTIVE,2H 1,2H 1,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-007-000100,Input Isolator SLI 24 CRSN PN. 52492560 Konecranes,PC,ACTIVE,2H 3,2H 3,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-007-000099,Thyristor IXYS MCC 56 - 12 101B - S,PC,ACTIVE,2B 3,2B 3,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-007-000098,Thyristor IXYS VVZF 70-16 I07 - S,PC,ACTIVE,2B 3,2B 3,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-007-000097,Thyristor For Trolley Drive DCS 800 RTG 21-23 MCC 44/56 - 16 IO1B IXYS,PC,ACTIVE,,,TPS,DRIVE_SYSTEM,Drive System and Wheels
RTG,AB-007-000096,Thyristor IXYS MCC 162-16io1 for Gantry RTG 21-31,PC,ACTIVE,2B 3,2B 3,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-007-000095,Thyristor IXYS MCC 501 - 18/IO-1 - S,PC,ACTIVE,2B 3,2B 3,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-007-000094,Thyristor For Hoist Drive DCS 500 RTG 29-31 TT 250 / SKKT 250 - 16 Semikron,PC,ACTIVE,,,TPS,DRIVE_SYSTEM,Drive System and Wheels
RTG,AB-007-000093,Thyristor Semikron SKKH 15/16E - S,PC,ACTIVE,2B 3,2B 3,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AB-007-000092,Thyristor Semikron SCR SKKT 57/16E (Trolley) - S,PC,ACTIVE,2A 2,2A 2,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AB-007-000091,Thyristor Semikron SKKT 106/16E (Gantry) - S,PC,ACTIVE,2B 3,2B 3,TPS,GENERAL_MAINTENANCE,General Maintenance Components
CC,AB-007-000090,Inductive Sensor IFM IIT002,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AB-007-000089,INDUCTOR TR-17603,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AB-007-000080,HEAT SHRINK 18MM - BLACK,M,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AB-007-000051,HEAT SHRINK 10MM - BLACK,M,ACTIVE,FF 4,FF 4,TPS,NULL,No Placement Information Available
ME,AB-007-000041,HEAT SHRINK 5MM,M,ACTIVE,EE 2,EE 2,TPS,NULL,No Placement Information Available
CC,AB-006-001252,Cable Connector MURR Electronic 7000-41511-6370150 24V AC/DC-4A,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
RTG,AB-006-001251,Cable Clamp Spreader (Type L),PC,ACTIVE,,,TPS,ELECTRICAL_SYSTEM,Electrical Components and Wiring
RTG,AB-006-001250,Juction Box Spreader (Type L),PC,ACTIVE,,,TPS,BOOM,Boom and Mast Components
RTG,AB-006-001249,Spreader Power Chain YSX40E (Type L),PC,ACTIVE,,,TPS,BOOM,Boom and Mast Components
RTG,AB-006-001248,Cable Spreader (Type L),UN,ACTIVE,,,TPS,ELECTRICAL_SYSTEM,Electrical Components and Wiring
Lain,AB-006-001247,Termistor Coil AC Standing Floor,UN,,,,,NULL,No Placement Information Available
Lain,AB-006-001246,Termistor Coil AC Cassete,PC,,,,,NULL,No Placement Information Available
CC,AB-006-001245,"Cable Special Hybrid, PN: 3002-198-114, Brand: Alimak",M,ACTIVE,M 4,M 4,TPS,NULL,No Placement Information Available
CC,AB-006-001244,Cable NYYHY 2 x 4mm,M,ACTIVE,,,TPS,NULL,No Placement Information Available
Lain,AB-006-001243,KABEL EXTENTION PANJANG 20 M,M,,,,,NULL,No Placement Information Available
CC,AB-006-001242,Cable NYYHY 1 x 95mm,M,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AB-006-001241,CABLE CONTROL.,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AB-006-001240,JUMPER DEVICE,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AB-006-001239,CONECTOR CABLE ATBAJ7,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AB-006-001238,CABLE CONECTION 766244-2,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AB-006-001237,CABLE CONECTION 766244-1,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
Lain,AB-006-001236,;CABLE TIES BLACK 5MM X 380MM,PC,,,,,NULL,No Placement Information Available
Lain,AB-006-001235,";SKUN KABEL RING UK. 2,5-6",PC,,,,,NULL,No Placement Information Available
RTG,AB-006-001234,Skun Sambung Ukuran 16 mm (JW GT-16MM²),PC,ACTIVE,DD 4,,TPS,GENERAL_MAINTENANCE,General Maintenance Components
Lain,AB-006-001233,;SKUN KABEL RING UK. 16 **,PC,,,,,NULL,No Placement Information Available
RTG,AB-006-001232,Skun Sambung Ukuran 10 mm,PC,ACTIVE,DD 2,XX1,TPS,GENERAL_MAINTENANCE,General Maintenance Components
ME,AB-006-001231,CABEL TIES CS-100 - BLACK @100 PCS,PAC,ACTIVE,LMARI 18,LMARI 18,TPS,NULL,No Placement Information Available
ME,AB-006-001230,HEAT SHRINK 16MM - BLACK,M,ACTIVE,JJ 3,JJ 3,TPS,NULL,No Placement Information Available
ME,AB-006-001229,HEAT SHRINK 16MM - RED,M,ACTIVE,JJ 3,JJ 3,TPS,NULL,No Placement Information Available
ME,AB-006-001228,CABEL TIES CS-250L - BLACK @100 PCS,PAC,ACTIVE,LMARI 18,LMARI 18,TPS,NULL,No Placement Information Available
CC,AB-006-001227,Label Terminal Block ( 1-40 ),PC,ACTIVE,2G 2,2G 2,TPS,NULL,No Placement Information Available
ME,AB-006-001226,CABEL TIES CS-380X - BLACK @100 PCS,PAC,ACTIVE,LMARI 14,LMARI 14,TPS,NULL,No Placement Information Available
RTG,AB-006-001225,"Terminal Connection Block PN. 1028500000 WFF 120 (1100V 269A 72 mm x 80,5 mm x 132 mm), Brand Weidmuller",PAC,ACTIVE,2C 4,2C 4,TPS,HOIST_SYSTEM,Hoist and Lifting System
CC,AB-006-001224,"Y conn M12→0,12m→2XM8 RVS PN. 7112-0100-0110",PC,ACTIVE,2E 2,2E 2,TPS,NULL,No Placement Information Available
ME,AB-006-001223,CABEL TIES CS-550XL - BLACK @100 PCS,PAC,ACTIVE,LMARI 14,LMARI 14,TPS,NULL,No Placement Information Available
CC,AB-006-001222,Connector Headblock dan Spreader CC 14 - 16 (Insert female 25-48 Pn 09 33 024 2711 - Harting),PC,ACTIVE,2G 3,2G 3,TPS,NULL,No Placement Information Available
CC,AB-006-001221,Connector Headblock dan Spreader CC 14 - 16 (Insert male 25-48 Pn 09 33 024 2611 - Harting),PC,ACTIVE,2G 3,2G 3,TPS,NULL,No Placement Information Available
CC,AB-006-001220,Connector Headblock dan Spreader CC 14 - 16 (Insert female 1-24 Pn 09 33 024 2701 - Harting),PC,ACTIVE,2G 3,2G 3,TPS,NULL,No Placement Information Available
CC,AB-006-001219,Connector Headblock dan Spreader CC 14 - 16 (Insert male 1-24 Pn 09 33 024 2601 - Harting),PC,ACTIVE,2G 3,2G 3,TPS,NULL,No Placement Information Available
Lain,AB-006-001218,CABLE VO-88890306,PC,,,,,NULL,No Placement Information Available
Lain,AB-006-001217,CABLE VO-88890313,PC,,,,,NULL,No Placement Information Available
Lain,AB-006-001216,"CABLE;NYYHY 4X1,5 MM",PC,,,,,NULL,No Placement Information Available
Lain,AB-006-001213,Selongsong Kabel Anti Panas 8mm x 1m,M,,,,,NULL,No Placement Information Available
Lain,AB-006-001212,"Cable Rool 50m x 2,5mm Krisbow",PC,,,,,NULL,No Placement Information Available
Lain,AB-006-001211,"Kabel Antena, NYM, Speaker",RLL,,,,,NULL,No Placement Information Available
Lain,AB-006-001210,Kabel udara Out Door 40 per (40SST) PABX,UN,,,,,NULL,No Placement Information Available
Lain,AB-006-001209,"PVC-FLAT CABLE : 8C X 2,5 MM HELU (RTG)",M,,,,,NULL,No Placement Information Available
Lain,AB-006-001208,PVC-FLAT CABLE : 4C X 6 MM HELU (RTG),M,,,,,NULL,No Placement Information Available
Lain,AB-006-001207,PVC-FLAT CABLE : 4C X 4 MM HELU (RTG),M,,,,,NULL,No Placement Information Available
Lain,AB-006-001206,PVC-FLAT CABLE : 4C X 10 MM HELU (RTG),M,,,,,NULL,No Placement Information Available
ME,AB-006-001200,Kabel handrem (94367-559),PC,ACTIVE,LMARI 14,LMARI 14,TPS,NULL,No Placement Information Available
ME,AB-006-001193,CABLE; LEFT Pn. 20922589,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AB-006-001192,GEAR SHIFT CABLE Pn. 21789704,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AB-006-001191,WIRING HARNESS Pn. 21776630,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AB-006-001190,Electric Wire 1.25mm - Green,M,ACTIVE,LMARI 12,LMARI 12,TPS,NULL,No Placement Information Available
ME,AB-006-001188,Wiring Harness PN. 20409321,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AB-006-001187,Box Cable Terminal PN. 21148850,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AB-006-001186,Power Cable PN. 20368107,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AB-006-001185,Cable Harness Lighting PN. 20921182,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AB-006-001184,Electric Cable (Core 7) Cable NYY-HY 1.5 XC7,M,ACTIVE,FF 1,FF 1,TPS,NULL,No Placement Information Available
ME,AB-006-001183,CABLE ELECTRIC SPIRAL (CORE 7) ETERNA CABLE NYYHY 7X1.5mm 450/750V,PC,ACTIVE,HH 6,HH 6,TPS,NULL,No Placement Information Available
ME,AB-006-001182,WIRING HARNESS PN/ 22343374,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AB-006-001181,GEAR SHIFT CABLE – GREY PN/ 21446832,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AB-006-001180,GEAR SHIFT CABLE – GREY PN/ 21789699,PC,ACTIVE,GG 1,GG 1,TPS,NULL,No Placement Information Available
ME,AB-006-001179,GEAR SHIFT CABLE - BLACK PN/ 21897693,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AB-006-001178,GEAR SHIFT CABLE - BLACK PN/ 21789700,PC,ACTIVE,GG 1,GG 1,TPS,NULL,No Placement Information Available
ME,AB-006-001176,CABLE HARNESS PN/ 22347607,PC,ACTIVE,GG 1,GG 1,TPS,NULL,No Placement Information Available
ME,AB-006-001175,ELECTRIC WIRE 70MM - RED,M,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AB-006-001173,ELECTRIC WIRE 70MM - BLACK,M,ACTIVE,H 1,H 1,TPS,NULL,No Placement Information Available
ME,AB-006-001172,ELECTRIC WIRE 50MM - RED,M,ACTIVE,HH 1,HH 1,TPS,NULL,No Placement Information Available
ME,AB-006-001171,ELECTRIC WIRE 50MM - BLACK,M,ACTIVE,HH 1,HH 1,TPS,NULL,No Placement Information Available
ME,AB-006-001170,ELECTRIC WIRE 35MM - RED,M,ACTIVE,HH 1,HH 1,TPS,NULL,No Placement Information Available
ME,AB-006-001168,ELECTRIC WIRE 35MM - BLACK,M,ACTIVE,HH 1,HH 1,TPS,NULL,No Placement Information Available
ME,AB-006-001167,ELECTRIC WIRE 4MM - RED,M,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AB-006-001165,ELECTRIC WIRE 3MM - BLACK,M,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AB-006-001164,ELECTRIC WIRE 2MM - RED,M,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AB-006-001162,ELECTRIC WIRE 2MM - BLACK,M,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AB-006-001160,ELECTRIC WIRE 1.25MM - RED,M,ACTIVE,LMARI 12,LMARI 12,TPS,NULL,No Placement Information Available
ME,AB-006-001159,ELECTRIC WIRE 1.25MM - BLACK,M,ACTIVE,LMARI 12,LMARI 12,TPS,NULL,No Placement Information Available
ME,AB-006-001158,ELECTRIC WIRE 0.85MM - WHITE,M,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AB-006-001156,ELECTRIC WIRE 0.85MM - ORANGE,M,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AB-006-001154,ELECTRIC WIRE 0.85MM - BROWN,M,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AB-006-001153,ELECTRIC WIRE 0.85MM - BLUE,M,ACTIVE,LMARI 12,LMARI 12,TPS,NULL,No Placement Information Available
ME,AB-006-001152,ELECTRIC WIRE 0.85MM - YELLOW,M,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AB-006-001151,ELECTRIC WIRE 0.85MM - GREEN,M,ACTIVE,LMARI 12,LMARI 12,TPS,NULL,No Placement Information Available
ME,AB-006-001150,ELECTRIC WIRE 0.85MM - RED,M,ACTIVE,LMARI 12,LMARI 12,TPS,NULL,No Placement Information Available
ME,AB-006-001149,ELECTRIC WIRE 0.85MM - BLACK,M,ACTIVE,LMARI 12,LMARI 12,TPS,NULL,No Placement Information Available
ME,AB-006-001148,ELECTRIC WIRE 0.5MM - WHITE,M,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AB-006-001147,ELECTRIC WIRE 0.5MM - ORANGE,M,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AB-006-001146,ELECTRIC WIRE 0.5MM - BROWN,M,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AB-006-001145,ELECTRIC WIRE 0.5MM - BLUE,M,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AB-006-001144,ELECTRIC WIRE 0.5MM - YELLOW,M,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AB-006-001143,ELECTRIC WIRE 0.5MM - GREEN,M,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AB-006-001142,ELECTRIC WIRE 0.5MM - RED,M,ACTIVE,LMARI 12,LMARI 12,TPS,NULL,No Placement Information Available
ME,AB-006-001141,ELECTRIC WIRE 0.5MM - BLACK,M,ACTIVE,LMARI 12,LMARI 12,TPS,NULL,No Placement Information Available
ME,AB-006-001140,CABLE TERMINALPN. 85107489,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AB-006-001138,Wiring Harness PN. 21625041,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AB-006-001136,Electric Cable - Black PN. 984442,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AB-006-001134,Electric Cable - Red PN. 984443,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AB-006-001129,CABLE HARNESS PN. 21776630 VOLVO,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AB-006-001123,Kabel Ties Uk. 40 cm (100),PAC,ACTIVE,LMARI 14,LMARI 14,TPS,NULL,No Placement Information Available
ME,AB-006-001121,GEAR SHIFT CABLE PN. 21002876 MAKE : VOLVO,PC,ACTIVE,GG 1,GG 1,TPS,NULL,No Placement Information Available
ME,AB-006-001120,Skun Kabel Gepeng P PN OASG 001,PC,ACTIVE,EE 2,EE 2,TPS,NULL,No Placement Information Available
ME,AB-006-001119,Skun Kabel Gepeng L PN OASG 001,PC,ACTIVE,EE 2,EE 2,TPS,NULL,No Placement Information Available
ME,AB-006-001118,Skun Kabel Bulat P PN OASK 001,PC,ACTIVE,EE 2,EE 2,TPS,NULL,No Placement Information Available
ME,AB-006-001117,Skun Kabel Bulat L PN OASK 001,PC,ACTIVE,EE 2,EE 2,TPS,NULL,No Placement Information Available
ME,AB-006-001115,GEAR SHIFT CABLE PN 21789703,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AB-006-001113,Gear shift cable black PN 21789704,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AB-006-001111,Cable Harness PN 20393647,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AB-006-001107,"Cable Sub Assy, Parking Brake No. 2 PN. 4601-25 FE Toyota",PC,ACTIVE,QQ 3,QQ 3,TPS,NULL,No Placement Information Available
ME,AB-006-001106,"Cable Sub Assy, Parking Brake No. 1 PN. 4601-24 FE Toyota",PC,ACTIVE,QQ 3,QQ 2,TPS,NULL,No Placement Information Available
ME,AB-006-001105,Skun Cable SC 70-10,PC,ACTIVE,RR 2,RR 2,TPS,NULL,No Placement Information Available
ME,AB-006-001104,Cable Parking Brake RH PN. 3205100480,PC,ACTIVE,QQ 3,QQ 3,TPS,NULL,No Placement Information Available
ME,AB-006-001103,Cable Parking Brake LH PN. 3205100470,PC,ACTIVE,QQ 3,QQ 3,TPS,NULL,No Placement Information Available
ME,AB-006-001102,HARNES CONTROL VALVE 24800-00090,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AB-006-001101,HARNES FLASER RELAY 24800-00080,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AB-006-001100,HARNES HYDROLIK 24800-00070,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AB-006-001099,HARNES BRAKE 24800-0062,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AB-006-001098,HARNES OVER HEAD GUARD 24800-00141,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AB-006-001097,HARNES OVER HEAD GUARD 24800-00111,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AB-006-001096,WIRE HARNES MAIN 24800-00923,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AB-006-001095,Control Cable PN. 922442-0012,PC,ACTIVE,RR 2,RR 2,TPS,NULL,No Placement Information Available
RTG,AB-006-001094,High Quality Lane Cable 15 Meter ( S – STP CAT 6 ( PIMF ) 4X2XAWG 27/7 - CROSS - OVER ),PC,ACTIVE,,,TPS,ELECTRICAL_SYSTEM,Electrical Components and Wiring
RTG,AB-006-001093,Cable UTP CAT5e 100 Meter,PC,ACTIVE,DD 2,DD 2,TPS,ELECTRICAL_SYSTEM,Electrical Components and Wiring
RTG,AB-006-001092,Cable FO PATCCORD CABLE DUPLEX 3.0 MME 50125 - TB2 - G651 (3 Meter),RLL,ACTIVE,2C 4,2C 4,TPS,ELECTRICAL_SYSTEM,Electrical Components and Wiring
RTG,AB-006-001091,"Cable Communication Unitronic Bus PB FO (1 x 2 x 0,64 ROHS ART. 2170222 T24)",PC,ACTIVE,2C 4,2C 4,TPS,ELECTRICAL_SYSTEM,Electrical Components and Wiring
RTG,AB-006-001090,Skun Cable Ukuran SC16-10,M,ACTIVE,DD 2,,TPS,ELECTRICAL_SYSTEM,Electrical Components and Wiring
RTG,AB-006-001089,Skun Cable Ukuran SC95-12,PC,ACTIVE,DD 2,,TPS,ELECTRICAL_SYSTEM,Electrical Components and Wiring
RTG,AB-006-001088,"Conduit Cable Silicon Red Fiberglass (Heat Resistant) Diameter 10 mm, Length 1 Meter. Brand Haofa",PC,ACTIVE,2H 1,2H 1,TPS,ELECTRICAL_SYSTEM,Electrical Components and Wiring
RTG,AB-006-001087,"Cable Igus Chainflex TPE Power Cable 5G16,0 CF37.160.05.D 600 / 1000 V ( 5 Core x 16 mm )",PC,ACTIVE,,,TPS,ELECTRICAL_SYSTEM,Electrical Components and Wiring
